icgc_sample_id,gene_symbol,# mutations at gene
SA27653,TPP1,16
SA27653,DCHS1,1
SA27653,NDST2,3
SA27653,NKX3-1,2
SA27653,KMT2D,3
SA27653,CDK2AP2,5
SA27653,SRRM2,21
SA27653,STIP1,10
SA27653,TNXB,5
SA27653,PPIP5K1,18
SA27653,OR13J1,1
SA27653,KCNK3,1
SA27653,PAH,4
SA27653,IFNB1,1
SA27653,LAMB2,16
SA27653,OR9G4,1
SA27653,PTPRM,7
SA27653,HEG1,3
SA27653,JUP,1
SA27653,HAP1,4
SA27653,SELP,10
SA27653,TOM1L2,8
SA27653,TSPEAR,2
SA27653,BDNF,17
SA27653,CCDC121,3
SA27653,FUT2,3
SA27653,C2orf73,7
SA27653,ZNF552,8
SA27653,HIST1H2AC,3
SA27653,HIST1H2BC,2
SA27653,OR52N2,1
SA27653,FCRL6,4
SA27653,OR9G3P,2
SA27653,OR5AS1,1
SA27653,OR6S1,1
SA27653,GRIN2A,7
SA27653,ZNF438,10
SA27653,ALYREF,5
SA27653,SLIT3,6
SA27653,LPAR5,3
SA27653,MYBL1,3
SA27653,KRTAP17-1,1
SA27653,EMID1,7
SA27653,NWD1,8
SA27653,SELL,6
SA27653,TMEM201,4
SA27653,KCTD21,6
SA27653,MMP23B,10
SA27653,OR2L13,1
SA27653,ZNF676,1
SA27653,NLGN3,5
SA27653,PIK3R4,1
SA27653,IPO4,17
SA27653,SRGAP1,4
SA27653,ZSCAN5B,4
SA27653,LEKR1,10
SA27653,CYP2A7,5
SA27653,MAN1A2,2
SA27653,GPN1,11
SA27653,RYR2,3
SA27653,ANKRD13B,8
SA27653,DMD,5
SA27653,OR2L2,1
SA27653,HIST2H2BF,1
SA27653,LRIT2,2
SA27653,RPL12P1,1
SA27653,PCDHGA1,2
SA27653,NYNRIN,2
SA27653,HLA-A,8
SA27653,,1
SA27653,SNORD59A,1
SA27653,MIR218-2,1
SA27653,IGHV3-48,1
SA27653,ZSWIM8,18
SA27653,KRTAP10-4,1
SA27653,C4B,8
SA27653,TMEM246-AS1,4
SA27653,ERCC6,3
SA27653,WDR46,5
SA27653,HCG4P5,1
SA27653,,1
SA27653,RPL41,6
SA27653,C4B-AS1,1
SA27653,,1
SA27653,,1
SA27653,RPS18,8
SA27653,CYP21A2,15
SA27653,SKA2P1,1
SA27653,,1
SA27653,B3GALT4,2
SA27653,CPB2-AS1,4
SA27653,,1
SA27653,,1
SA27653,,1
SA27653,KIFC1,4
SA27653,FLG-AS1,2
SA27653,RNU1-123P,1
SA27653,RN7SL399P,1
SA27653,PCDHGC3,1
SA27653,PCDHGC5,1
SA27653,,1
SA27653,PCDHGC4,1
SA27653,TMEM35B,1
SA27653,ZNF512,1
SA27653,NFS1,11
SA27653,GSTA2,1
SA27653,,1
SA27653,BDNF-AS,7
SA27653,KCTD21-AS1,4
SA27653,,1
SA27653,CDK11B,5
SA27653,,1
SA27653,,2
SA27653,PCDHGA12,1
SA27653,PCDHGB6,2
SA27653,PCDHGA5,2
SA27653,PCDHGA7,2
SA27653,PCDHGA6,2
SA27653,PCDHGA8,2
SA27653,PCDHGA10,2
SA27653,PCDHGA11,2
SA27653,PCDHGB2,2
SA27653,PCDHGB4,2
SA27653,PCDHGB7,1
SA27653,PCDHGB1,2
SA27653,PCDHGA3,2
SA27653,,1
SA27653,TRIM64DP,1
SA27653,,1
SA27653,,1
SA27653,,1
SA27653,,2
SA27653,,1
SA27653,OR4D2,1
SA27653,,1
SA27653,ZNF350,8
SA27653,,1
SA27653,,2
SA27653,,1
SA27653,,2
SA27653,,1
SA27653,,1
SA27653,,1
SA27653,,1
SA27653,,1
SA27653,,1
SA27653,,1
SA27653,PCDHGA9,2
SA27653,PCDHGB3,2
SA27653,PCDHGA4,2
SA27653,ABHD15-AS1,1
SA27653,MIR548S,1
SA27653,,2
SA27653,CXADRP3,1
SA27653,,1
SA27653,,2
SA27653,,2
SA27653,,6
SA27653,,1
SA27653,ZNF350-AS1,2
SA27653,ZNF587B,4
SA27653,VN1R85P,1
SA27653,,1
SA27653,,1
SA27653,,1
SA27653,ZSWIM8-AS1,1
SA27653,,2
SA27653,,2
SA27653,MYHAS,1
SA27738,FBXL3,4
SA27738,TFAP2B,2
SA27738,PSD,5
SA27738,ZFAT,11
SA27738,MNT,7
SA27738,MCM6,1
SA27738,SYNJ2,5
SA27738,CROCCP3,4
SA27738,MAST3,3
SA27738,CLN5,1
SA27738,NME3,11
SA27738,SEC14L5,1
SA27738,IGDCC4,5
SA27738,CRTC1,4
SA27738,MEOX2,1
SA27738,CLIP2,3
SA27738,CUBN,1
SA27738,FBXL15,5
SA27738,ACRBP,8
SA27738,ING4,15
SA27738,PCDHB7,1
SA27738,KPNA1,5
SA27738,ITGB6,6
SA27738,LCT,1
SA27738,ALMS1,5
SA27738,GON4L,7
SA27738,PCDHB8,1
SA27738,PCDHB12,2
SA27738,PDZRN3,7
SA27738,LRRFIP1,7
SA27738,ORMDL1,7
SA27738,KCNA5,1
SA27738,GFPT2,1
SA27738,EXOC4,6
SA27738,ANKEF1,4
SA27738,SYT4,8
SA27738,TRPC4,10
SA27738,AMPD3,11
SA27738,UNC13C,3
SA27738,MAPK8IP3,10
SA27738,PTPRQ,3
SA27738,TP53,17
SA27738,SUSD4,10
SA27738,PPFIA4,10
SA27738,ACKR2,10
SA27738,RABGAP1L,11
SA27738,OBSCN,5
SA27738,ADAMTSL3,5
SA27738,EEF1A1,9
SA27738,LAD1,5
SA27738,ARHGAP25,17
SA27738,TRIM46,10
SA27738,NPY1R,7
SA27738,NOS3,9
SA27738,FAT3,6
SA27738,C18orf54,4
SA27738,SCN11A,4
SA27738,COG7,1
SA27738,FSHR,6
SA27738,PPM1D,2
SA27738,RGS19,4
SA27738,TCEA2,15
SA27738,FAM86B3P,5
SA27738,SLC25A30,7
SA27738,MIR1-1HG,3
SA27738,STARD6,1
SA27738,IGDCC3,1
SA27738,ABO,2
SA27738,SLC38A9,13
SA27738,LCN15,3
SA27738,KRTAP9-7,1
SA27738,CYP8B1,1
SA27738,ATG9B,8
SA27738,WASH6P,16
SA27738,NDN,1
SA27738,BCOR,7
SA27738,WASIR1,1
SA27738,MUC1,20
SA27738,SHC4,1
SA27738,PCDHB13,1
SA27738,PCDH18,5
SA27738,FAT4,1
SA27738,ARMCX4,7
SA27738,ZNF677,8
SA27738,MB,10
SA27738,RNU6-623P,1
SA27738,LCN8,4
SA27738,RACK1,105
SA27738,MALRD1,6
SA27738,MUC19,2
SA27738,,1
SA27738,RPL7P3,1
SA27738,ANKRD18DP,4
SA27738,MROH5,3
SA27738,DDX11L16,2
SA27738,SNAP25-AS1,2
SA27738,MEOX2-AS1,1
SA27738,KRTAP9-11P,1
SA27738,,1
SA27738,ALMS1-IT1,1
SA27738,,6
SA27738,,3
SA27738,,1
SA27738,KRTAP9-10P,1
SA27738,,1
SA27738,KRBOX1,1
SA27738,UGT1A1,1
SA27738,UGT1A10,2
SA27738,ZFAT-AS1,1
SA27738,ALG1L13P,3
SA27738,ITGB3,2
SA27738,,1
SA27738,,3
SA27738,,1
SA27738,,2
SA27738,,2
SA27738,SNORD95,3
SA27738,,1
SA27738,,1
SA27738,,1
SA27738,,2
SA27738,SNORD96A,3
SA27738,,4
SA27738,,1
SA27738,,1
SA27738,,3
SA27821,CFH,4
SA27821,TFPI,5
SA27821,NOS2,1
SA27821,DNAH9,7
SA27821,CD9,10
SA27821,MAN2B2,3
SA27821,RNF14,15
SA27821,CCDC88C,2
SA27821,NLRP2,17
SA27821,SNAPC1,1
SA27821,EHD2,5
SA27821,TBC1D23,5
SA27821,CDH1,6
SA27821,ARHGEF5,4
SA27821,ALX4,1
SA27821,CYFIP2,14
SA27821,HAGH,11
SA27821,TAF2,5
SA27821,SPEN,2
SA27821,MAP2K4,12
SA27821,ARFGEF1,2
SA27821,KIF2A,1
SA27821,EIF4G3,11
SA27821,FRYL,6
SA27821,PLXNA2,1
SA27821,ICAM3,20
SA27821,TNS1,6
SA27821,PCDHGA2,3
SA27821,ATP8B1,3
SA27821,DIMT1,5
SA27821,CDIP1,13
SA27821,CMTM1,21
SA27821,BIRC5,10
SA27821,PPP2R3C,13
SA27821,RPGRIP1,13
SA27821,MYL6,16
SA27821,MSH2,3
SA27821,AP1B1,9
SA27821,CHKB,12
SA27821,JAG1,2
SA27821,APMAP,3
SA27821,DNAJC3,2
SA27821,HMOX2,14
SA27821,TOX3,4
SA27821,CSPP1,5
SA27821,TRIM35,4
SA27821,PPP2CB,9
SA27821,MED25,6
SA27821,VRK3,21
SA27821,APLP1,6
SA27821,TGFB1,1
SA27821,SSBP1,1
SA27821,CPED1,1
SA27821,CASP2,5
SA27821,FUBP3,3
SA27821,UBTF,13
SA27821,MYH3,2
SA27821,IFT20,15
SA27821,TMEM97,5
SA27821,RAPGEF2,3
SA27821,ZBTB16,6
SA27821,B3GAT1,3
SA27821,PTPMT1,1
SA27821,ITFG2,12
SA27821,C2CD5,11
SA27821,TRIM38,2
SA27821,RAD50,7
SA27821,RARS,3
SA27821,TCERG1,11
SA27821,NIT2,7
SA27821,ABTB1,32
SA27821,PODXL2,2
SA27821,ABCB6,11
SA27821,SLC5A7,3
SA27821,LCT,2
SA27821,PLCL1,4
SA27821,VAX2,1
SA27821,ATP6V1B1,3
SA27821,MEF2D,7
SA27821,SRSF11,15
SA27821,PHTF1,10
SA27821,KMT2A,5
SA27821,SPACA1,3
SA27821,WDR55,5
SA27821,PSPC1,3
SA27821,PIK3CA,5
SA27821,TRMT13,5
SA27821,OPTN,8
SA27821,KBTBD4,10
SA27821,SSUH2,2
SA27821,EML2,18
SA27821,KIRREL2,4
SA27821,TAS2R3,1
SA27821,FAM98C,6
SA27821,SAFB2,4
SA27821,PXDN,6
SA27821,HRC,4
SA27821,TRPM4,9
SA27821,TNNI2,5
SA27821,ATP1A4,6
SA27821,CRP,8
SA27821,CASP9,10
SA27821,PDZD2,2
SA27821,HSD17B4,13
SA27821,CCNJL,1
SA27821,DYSF,16
SA27821,CHST5,3
SA27821,KCNK1,6
SA27821,PRPF4,2
SA27821,NUMA1,21
SA27821,TACC2,8
SA27821,DNAJC13,2
SA27821,DNA2,6
SA27821,KIAA1109,5
SA27821,TPH2,2
SA27821,SMARCC2,5
SA27821,ZFHX3,2
SA27821,CCDC97,3
SA27821,FCRL5,5
SA27821,RGS16,1
SA27821,HMCN1,2
SA27821,GUK1,39
SA27821,ST6GAL2,4
SA27821,SLC10A4,1
SA27821,ANK2,11
SA27821,BDP1,4
SA27821,C1QTNF2,1
SA27821,UTP23,2
SA27821,OR13C4,1
SA27821,MTG1,5
SA27821,SYT8,16
SA27821,SERPING1,9
SA27821,GLB1L2,7
SA27821,,4
SA27821,ADGRL3,17
SA27821,DLG2,18
SA27821,FAM177A1,2
SA27821,TXNDC11,4
SA27821,AHCTF1,4
SA27821,ABCA10,5
SA27821,OBSCN,5
SA27821,AK9,4
SA27821,LSM11,1
SA27821,TMBIM4,10
SA27821,RAB39B,1
SA27821,GRIP1,12
SA27821,GNA14,2
SA27821,EEF1A1,9
SA27821,TBC1D31,13
SA27821,PRR14,13
SA27821,BRE,5
SA27821,WDR66,2
SA27821,CD1E,16
SA27821,ACE,18
SA27821,PCNT,2
SA27821,ADAMTS13,8
SA27821,UBE2Q1,1
SA27821,NPHS1,1
SA27821,RAVER1,3
SA27821,JAK1,6
SA27821,BBS5,5
SA27821,TDRD10,5
SA27821,HELQ,5
SA27821,MRPS18C,8
SA27821,FAM175A,2
SA27821,HDAC11,19
SA27821,GMPS,2
SA27821,FAM208A,2
SA27821,RAD54L2,5
SA27821,RAD21,7
SA27821,WRN,2
SA27821,SVOP,1
SA27821,MC4R,1
SA27821,LOXHD1,10
SA27821,AXL,4
SA27821,KLK1,5
SA27821,UBTD2,1
SA27821,DNAJC7,8
SA27821,XIRP1,3
SA27821,ZEB2,5
SA27821,TRIM56,4
SA27821,ZPLD1,3
SA27821,KCNAB3,6
SA27821,HARS,9
SA27821,KIF5B,2
SA27821,TANC2,3
SA27821,RASGRP4,14
SA27821,FNDC9,2
SA27821,DCP2,8
SA27821,UGT2A1,5
SA27821,CNP,1
SA27821,ZBTB4,2
SA27821,ANKLE2,8
SA27821,PPFIA3,7
SA27821,ZNF223,3
SA27821,TMEM139,9
SA27821,ERICH3,2
SA27821,,2
SA27821,CCDC66,10
SA27821,OXTR,1
SA27821,ZNF572,1
SA27821,POLR2A,2
SA27821,TMEM132C,1
SA27821,ZBTB20,8
SA27821,ZAR1,1
SA27821,TMIGD1,2
SA27821,CAV3,3
SA27821,PAPPA,2
SA27821,EP400,5
SA27821,ACSM2A,13
SA27821,ACP7,4
SA27821,OR4F6,1
SA27821,SNN,1
SA27821,OR2V1,1
SA27821,POMK,2
SA27821,MKL2,6
SA27821,PCLO,3
SA27821,PNLIPRP1,21
SA27821,B3GLCT,1
SA27821,C19orf35,2
SA27821,DPYD,1
SA27821,SYCP2,4
SA27821,IL1RAP,7
SA27821,TMEM63A,3
SA27821,MYO18A,12
SA27821,SULF2,6
SA27821,TLR7,1
SA27821,NOL4L,2
SA27821,VPS13A,1
SA27821,AVPR1B,1
SA27821,5-Mar,4
SA27821,FAM47C,1
SA27821,GJC2,1
SA27821,SFMBT2,2
SA27821,L1CAM,19
SA27821,ATG9A,8
SA27821,RNU5E-10P,1
SA27821,,1
SA27821,,1
SA27821,SPRN,2
SA27821,TCEAL6,2
SA27821,MRPS18B,5
SA27821,PPP1R10,3
SA27821,PCDHGA1,3
SA27821,PCDHA4,3
SA27821,PCDHA2,2
SA27821,PCDHA1,2
SA27821,MUC12,2
SA27821,MT1M,2
SA27821,CPT1B,15
SA27821,TTC23L,6
SA27821,LRRC30,1
SA27821,IGHD,1
SA27821,NDUFS3,13
SA27821,CKLF,7
SA27821,TIAF1,1
SA27821,,2
SA27821,ZNF469,2
SA27821,,1
SA27821,,1
SA27821,,1
SA27821,,2
SA27821,,1
SA27821,,1
SA27821,,1
SA27821,,1
SA27821,SNORD125,1
SA27821,LLPH-AS1,1
SA27821,RN7SL535P,1
SA27821,ZNF512,6
SA27821,,1
SA27821,,1
SA27821,PCDHGB6,1
SA27821,PCDHGA5,2
SA27821,PCDHGA7,2
SA27821,PCDHGA6,2
SA27821,PCDHGA8,1
SA27821,PCDHGA10,1
SA27821,PCDHGB2,3
SA27821,PCDHGB4,2
SA27821,,1
SA27821,PCDHGB7,1
SA27821,,1
SA27821,PCDHGB1,3
SA27821,PCDHGA3,3
SA27821,CHKB-CPT1B,3
SA27821,,1
SA27821,TRIM64DP,1
SA27821,CKLF-CMTM1,4
SA27821,,1
SA27821,PCDHA3,1
SA27821,,5
SA27821,,1
SA27821,MT1JP,3
SA27821,,1
SA27821,DND1,1
SA27821,,1
SA27821,,1
SA27821,,1
SA27821,SLC35G6,1
SA27821,,1
SA27821,FTLP14,1
SA27821,,1
SA27821,PCDHGA9,1
SA27821,PCDHGB3,2
SA27821,PCDHGA4,3
SA27821,,1
SA27821,,1
SA27821,,1
SA27821,,1
SA27821,,1
SA27821,,1
SA27821,,1
SA27821,,1
SA27821,UGT2A2,3
SA27821,,1
SA27821,GRIN2B,1
SA27821,,1
SA27846,ICA1,9
SA27846,BTBD7,6
SA27846,ZBTB32,4
SA27846,MTMR11,11
SA27846,GLRX2,3
SA27846,VCAN,9
SA27846,PREX2,3
SA27846,LIMA1,10
SA27846,PTGER3,12
SA27846,SYNE2,6
SA27846,CREB3L3,6
SA27846,QSER1,5
SA27846,ATP6AP1,9
SA27846,FOSL2,5
SA27846,SIRT6,15
SA27846,JADE1,11
SA27846,FAP,5
SA27846,PCDHGA2,1
SA27846,ABCB1,3
SA27846,CPXM1,1
SA27846,GRAMD1A,14
SA27846,GMIP,6
SA27846,DDX24,5
SA27846,KIF4A,2
SA27846,LAMB1,3
SA27846,HDAC6,11
SA27846,CABIN1,6
SA27846,SUSD2,2
SA27846,APOL4,11
SA27846,L3MBTL2,5
SA27846,CHADL,3
SA27846,TRIM9,5
SA27846,DOK5,2
SA27846,CHRNA4,4
SA27846,TBL1X,9
SA27846,CDK16,10
SA27846,GML,1
SA27846,MTMR9,3
SA27846,SLC17A7,6
SA27846,TMEM147,9
SA27846,GAPDHS,3
SA27846,ATP13A1,6
SA27846,AVL9,4
SA27846,RNF32,13
SA27846,GRB10,11
SA27846,NSUN5P2,1
SA27846,POU6F2,5
SA27846,TBL2,21
SA27846,ECM2,2
SA27846,DDX58,5
SA27846,SULT1E1,3
SA27846,PRR4,6
SA27846,PDE10A,3
SA27846,C7,2
SA27846,PLXNA1,2
SA27846,ORC2,2
SA27846,MARK1,3
SA27846,CACYBP,3
SA27846,MESDC2,6
SA27846,ALDH8A1,5
SA27846,TNN,1
SA27846,MRPS14,3
SA27846,BBS9,7
SA27846,ACTRT1,1
SA27846,ITIH5,10
SA27846,LRP1,4
SA27846,BTN2A2,16
SA27846,NUP153,2
SA27846,PCID2,11
SA27846,PZP,8
SA27846,CTAG2,2
SA27846,UBR4,6
SA27846,MACF1,10
SA27846,FLNC,3
SA27846,HERC2,2
SA27846,ELL3,8
SA27846,REEP5,8
SA27846,UBA1,3
SA27846,ADGRE3,4
SA27846,PRKAA1,7
SA27846,MKRN1,13
SA27846,PRPF38B,5
SA27846,ERN2,6
SA27846,LRP4,2
SA27846,DNAJC14,5
SA27846,KRT87P,3
SA27846,SCYL2,4
SA27846,UBAP2,11
SA27846,TLN1,5
SA27846,DENND4C,1
SA27846,RPS6,5
SA27846,ADCY3,8
SA27846,HERC6,3
SA27846,ESR2,2
SA27846,SERF2,2
SA27846,TP53,17
SA27846,DOPEY2,1
SA27846,SF3B4,2
SA27846,FLG2,1
SA27846,RHOB,1
SA27846,SCN1A,4
SA27846,PDGFC,10
SA27846,RASA1,6
SA27846,ZAN,10
SA27846,AKAP4,8
SA27846,IL2RG,7
SA27846,IGSF1,6
SA27846,WDR31,6
SA27846,SURF4,7
SA27846,SURF1,3
SA27846,SURF2,3
SA27846,WDR17,6
SA27846,DLG2,15
SA27846,AKAP6,2
SA27846,PLEKHG4B,1
SA27846,AK5,5
SA27846,LY96,2
SA27846,TRIM42,1
SA27846,CD109,3
SA27846,FUK,11
SA27846,BRAF,2
SA27846,ESYT3,4
SA27846,GPRASP2,5
SA27846,PYHIN1,6
SA27846,PTPN13,5
SA27846,HAND2,3
SA27846,CCDC127,1
SA27846,CSMD3,5
SA27846,SLC25A32,6
SA27846,DEPDC4,8
SA27846,SCG5,5
SA27846,PDIA3,4
SA27846,TTC16,4
SA27846,OR2B2,1
SA27846,RNASE3,1
SA27846,KRT86,2
SA27846,HECTD4,4
SA27846,SLCO2A1,5
SA27846,PDIK1L,3
SA27846,HES7,3
SA27846,CYP11B2,1
SA27846,ALOXE3,3
SA27846,NLRP11,6
SA27846,OR6K6,1
SA27846,ANKRD30B,2
SA27846,SETD2,4
SA27846,HKR1,33
SA27846,EXOC7,15
SA27846,LINC01006,3
SA27846,TMEM198B,5
SA27846,TRIM61,1
SA27846,CRELD2,11
SA27846,FOXO4,4
SA27846,LRRC14B,1
SA27846,SH3BGR,8
SA27846,ZNF829,4
SA27846,HTR3D,4
SA27846,PRG2,4
SA27846,ZACN,1
SA27846,PTRH1,2
SA27846,CENPP,1
SA27846,POTEA,2
SA27846,FAM111B,4
SA27846,OR2L13,1
SA27846,POM121,5
SA27846,WNK3,3
SA27846,,1
SA27846,OR5B17,1
SA27846,STYX,3
SA27846,ZNF536,3
SA27846,RYR2,3
SA27846,EGFL6,2
SA27846,ARHGAP11A,1
SA27846,TOX,1
SA27846,BHLHB9,4
SA27846,L3MBTL3,8
SA27846,PJA2,4
SA27846,GDI1,6
SA27846,CXorf65,4
SA27846,PCDHGA1,1
SA27846,PKHD1L1,1
SA27846,SACM1L,11
SA27846,TAS2R50,1
SA27846,TAS2R14,1
SA27846,ZRSR1,1
SA27846,SRSF9P1,1
SA27846,OR4C12,1
SA27846,,1
SA27846,C12orf77,3
SA27846,,1
SA27846,HDAC1P2,2
SA27846,NDUFA5P3,1
SA27846,,3
SA27846,TMEM147-AS1,5
SA27846,NRADDP,1
SA27846,,1
SA27846,HAND2-AS1,36
SA27846,FLG-AS1,2
SA27846,INMT,3
SA27846,,1
SA27846,LRP4-AS1,2
SA27846,WHAMMP2,4
SA27846,VCAN-AS1,2
SA27846,FAM218A,1
SA27846,ZNF345,12
SA27846,RNU7-8P,1
SA27846,PCDHGA5,1
SA27846,PCDHGA6,1
SA27846,PCDHGB2,1
SA27846,PCDHGB1,1
SA27846,PCDHGA3,1
SA27846,INMT-FAM188B,2
SA27846,,3
SA27846,,1
SA27846,,3
SA27846,,1
SA27846,,1
SA27846,PCDHGB3,1
SA27846,,1
SA27846,PCDHGA4,1
SA27846,,1
SA27846,,1
SA27846,ARMCX5-GPRASP2,3
SA27846,KMT2B,3
SA27846,,4
SA27846,,1
SA27989,PRKCQ,3
SA27989,DEPDC5,12
SA27989,ASIC2,2
SA27989,DLST,16
SA27989,TOX2,6
SA27989,PTGIS,2
SA27989,USP9X,2
SA27989,PTPRE,11
SA27989,FLNB,8
SA27989,CPNE8,4
SA27989,NR6A1,4
SA27989,MS4A2,3
SA27989,PCDH1,10
SA27989,OMA1,6
SA27989,IL17RE,6
SA27989,IL17RC,25
SA27989,DAB1,1
SA27989,DPP10,10
SA27989,ROBO2,5
SA27989,FAM72B,6
SA27989,COL5A2,2
SA27989,RNU6-882P,1
SA27989,HIST1H2APS4,1
SA27989,PRAMEF4,1
SA28013,TRO,13
SA28013,CELSR1,1
SA28013,ZNF416,1
SA28013,MAP3K1,3
SA28013,ELMO3,5
SA28013,TRIP4,6
SA28013,LMBR1,10
SA28013,USP42,4
SA28013,GLI3,3
SA28013,GATA3,3
SA28013,NNT,4
SA28013,RAD50,8
SA28013,STK25,34
SA28013,STARD8,4
SA28013,PNCK,30
SA28013,EIF5A,11
SA28013,GPS2,17
SA28013,APC,9
SA28013,VEZF1,4
SA28013,MAPK8IP3,7
SA28013,KCNH1,2
SA28013,PFKFB1,3
SA28013,FAM86C2P,10
SA28013,EFHB,5
SA28013,ABLIM2,11
SA28013,INPPL1,11
SA28013,PHOX2A,3
SA28013,NLRP5,1
SA28013,PRND,1
SA28013,C1QTNF4,2
SA28013,BRMS1,6
SA28013,RIN1,8
SA28013,MAN1B1,12
SA28013,FAM180B,2
SA28013,C5orf42,5
SA28013,UNC13B,3
SA28013,ZNF277,4
SA28013,SREBF2,3
SA28013,E2F4,13
SA28013,SAMD9,2
SA28013,TRIM71,1
SA28013,OR2F1,1
SA28013,NEURL4,9
SA28013,,1
SA28013,,2
SA28013,ALG1L8P,2
SA28013,OFD1P17,1
SA28013,,2
SA28013,,1
SA28013,,1
SA28013,,1
SA28013,,2
SA28014,PRKCQ,3
SA28014,DEPDC5,12
SA28014,PPP4R3A,9
SA28014,ASIC2,2
SA28014,CEP70,7
SA28014,BCAS2,2
SA28014,DLST,16
SA28014,TOX2,6
SA28014,PTGIS,2
SA28014,USP9X,2
SA28014,AIPL1,11
SA28014,PTPRE,11
SA28014,DCLK1,5
SA28014,FLNB,8
SA28014,NR6A1,4
SA28014,MS4A2,3
SA28014,TMEM132D,2
SA28014,CLPB,11
SA28014,OMA1,6
SA28014,IL17RE,6
SA28014,IL17RC,25
SA28014,JMJD7-PLA2G4B,6
SA28014,DAB1,1
SA28014,RNF213,5
SA28014,DPP10,10
SA28014,DENND2C,5
SA28014,ROBO2,5
SA28014,HLA-DRB5,1
SA28014,COL5A2,2
SA28014,RNU6-882P,1
SA28014,HIST1H2APS4,1
SA28014,RASA4CP,4
SA28014,PLA2G4B,5
SA28014,JMJD7,4
SA28014,MYO15B,7
SA28121,ABCC8,11
SA28121,KIAA0100,11
SA28121,SLC13A2,8
SA28121,RHOBTB2,4
SA28121,REV3L,6
SA28121,IYD,8
SA28121,MAMLD1,7
SA28121,RTEL1-TNFRSF6B,4
SA28121,SOX30,1
SA28121,HDAC7,22
SA28121,NTN1,3
SA28121,SLK,3
SA28121,KIF26A,2
SA28121,TESK2,5
SA28121,GTF3C1,3
SA28121,PCDHA6,2
SA28121,OPRK1,4
SA28121,NOP14,5
SA28121,ARHGAP4,18
SA28121,HDAC6,36
SA28121,OR1I1,1
SA28121,ARCN1,4
SA28121,ITPR3,2
SA28121,LZTR1,18
SA28121,DEPDC5,12
SA28121,APOL4,11
SA28121,MYH9,4
SA28121,ZC3H7B,2
SA28121,PPP4R3A,9
SA28121,PRPF6,2
SA28121,MSLN,7
SA28121,CENPT,22
SA28121,TSNAXIP1,15
SA28121,TBC1D17,7
SA28121,IL4I1,4
SA28121,CCDC94,2
SA28121,TBCB,12
SA28121,PAX4,6
SA28121,PPP3CB,8
SA28121,XPNPEP1,10
SA28121,ASIC2,2
SA28121,MFSD10,8
SA28121,SIAE,2
SA28121,TCIRG1,13
SA28121,TULP1,5
SA28121,ICK,2
SA28121,FBRSL1,2
SA28121,ABCC5,4
SA28121,DNAH1,4
SA28121,DOCK7,3
SA28121,ECE1,5
SA28121,PTCH2,2
SA28121,STMN1,8
SA28121,PIGZ,4
SA28121,DLST,16
SA28121,DNAJC15,2
SA28121,CIT,11
SA28121,CTCFL,22
SA28121,TOX2,6
SA28121,PTGIS,2
SA28121,USP9X,2
SA28121,ABCC4,5
SA28121,GRPR,1
SA28121,AVPR2,5
SA28121,DGCR8,9
SA28121,LDLR,10
SA28121,TULP4,2
SA28121,SAG,12
SA28121,ANGPTL6,4
SA28121,C19orf66,11
SA28121,LLGL1,2
SA28121,PTPRE,11
SA28121,MMACHC,1
SA28121,MUTYH,41
SA28121,EPHB2,7
SA28121,LARGE1,9
SA28121,PEBP4,1
SA28121,NOTCH2,2
SA28121,NAV1,11
SA28121,ADAMTS8,2
SA28121,TAAR5,1
SA28121,ARPC5L,3
SA28121,UQCC2,1
SA28121,SLTM,16
SA28121,DUOXA1,11
SA28121,TCF12,16
SA28121,DUOXA2,3
SA28121,DUOX2,3
SA28121,UNC45A,6
SA28121,UNC45B,5
SA28121,BCAS3,12
SA28121,THNSL2,10
SA28121,EIF2B5,1
SA28121,ANK2,24
SA28121,NR6A1,4
SA28121,MS4A2,3
SA28121,FEZ1,11
SA28121,DIP2C,4
SA28121,TMEM132D,2
SA28121,ZNF837,2
SA28121,CAST,23
SA28121,TBRG1,9
SA28121,TTN,6
SA28121,ST3GAL2,3
SA28121,RNF111,1
SA28121,SVOPL,7
SA28121,ISL2,3
SA28121,ATP6V0D1,15
SA28121,PKNOX1,5
SA28121,CFAP157,10
SA28121,AP2M1,6
SA28121,ABCF3,17
SA28121,MSLNL,4
SA28121,HS3ST6,3
SA28121,OMA1,6
SA28121,FBLN2,5
SA28121,IL17RE,6
SA28121,IL17RC,25
SA28121,BAP1,10
SA28121,RAD54L2,5
SA28121,ERAP1,1
SA28121,TMEM184A,11
SA28121,STRBP,3
SA28121,NSD1,6
SA28121,A2ML1,6
SA28121,ANKDD1A,6
SA28121,RCCD1,4
SA28121,TTC16,4
SA28121,,2
SA28121,SRRM2,18
SA28121,C2CD3,4
SA28121,LRP1B,2
SA28121,ZNF507,4
SA28121,TPT1-AS1,15
SA28121,PIK3CD,6
SA28121,MLLT3,5
SA28121,DAB1,1
SA28121,PC,6
SA28121,LRFN4,2
SA28121,SLC16A11,4
SA28121,SLC16A13,1
SA28121,GTF2IRD2B,7
SA28121,PCSK1,3
SA28121,DPP10,10
SA28121,TSPEAR,1
SA28121,HSD11B2,4
SA28121,GRIN1,13
SA28121,FLII,19
SA28121,ZFAND2A,7
SA28121,ZHX2,2
SA28121,SAMD4B,7
SA28121,CFAP65,13
SA28121,SPACA6,5
SA28121,FBXL6,9
SA28121,CHST6,2
SA28121,FOXL2,1
